land_use_type	building_density	floor_area_ratio	vacant_land_ratio	medical_coverage	education_coverage	transport_coverage	community_coverage	population_density	income_level	marriage_rate	birth_rate	housing_cost	rental_cost	subsidy_coverage	maintenance_cost
2	0.4927890569631073	2.7501036490006356	0.1194153815791986	0.8160439511878679	0.864144522597433	0.8585906964816814	0.5730728957390075	13371.549913842879	425.1774826231187	0.4152662117219839	0.1293617101133076	119.08372298151555	20.98578877450937	0.5255105368276168	37.56578255473563
1	0.6656331797148466	1.5869225683406154	0.18334758940809354	0.8911176350143833	0.9789658351127271	0.8363921737906338	0.6523115248408136	16077.108417474301	381.3875783185324	0.47074592506248225	0.095690670727805	89.61324608630171	28.933357575094874	0.649015993307789	53.688085244671
3	0.586102267709355	1.9245055800822501	0.14037438426562246	0.8184742670825425	0.9472988862677562	0.8784268884154888	0.6470678028024519	11549.071088519884	412.98378340257074	0.37407338686562536	0.18328216524377294	128.75633053652734	25.439830965809357	0.7925159588886009	47.82956808068374
2	0.703974343128483	2.504685286452311	0.09589683568475205	0.9253463589423102	0.9318467901963664	0.8863839372296732	0.7204988537989134	12984.513038208916	431.97457274621974	0.5238368907374152	0.0855506243796334	87.02106079973531	31.185875346490565	0.857340282536779	52.29908745407119
1	0.7064863039201431	2.5392150816149535	0.17223458886486054	0.818316655622928	0.8153279116258878	0.7494010070770533	0.6971602227478257	15201.298096689254	474.6073694672157	0.41742346607840247	0.13071514038905271	110.29597932796808	28.04771447767572	0.7608016957814692	43.93288996321708
1	0.6074527095980254	2.9377238284962743	0.1302080841321632	0.9329833200332948	0.828378815903137	0.9948942716988939	0.6771367767129699	18402.009403227585	500.97338742721917	0.43022337548369655	0.11235707412889732	77.02125012641416	32.81061219949578	0.9193217557294484	67.75002794994626
2	0.6169698528172002	2.050095966759581	0.16519924090527519	0.8192252786867648	0.897113751381695	0.9941491877801273	0.7305891677803911	17145.21228878978	492.86629166964576	0.4707663568721077	0.12726779918863157	136.2963013708896	26.069771301134296	0.5763513970168955	40.16441382735466
3	0.583056190361968	2.0845577146564316	0.1638706906324116	0.7332371368665737	1.0	1.0	0.5782956317179726	13790.7005803605	498.1405000782857	0.4908562055800975	0.12253994705584245	82.6615486977607	27.215575597905957	0.5449774847102805	34.391460871384936
2	0.6147128896217112	2.800079815210649	0.038461436016601756	0.9441004620867103	1.0	0.7820328264648095	0.5864966333725208	15924.352364903689	403.6965748872353	0.5707857318854507	0.11156912015529956	80.03970454433183	28.340939301666552	0.7427970759864693	53.814115654403324
3	0.5990006499476394	1.7242461366215651	0.21090156747991198	0.8236999149535953	0.885009336380264	0.7860890454986631	0.7201417521589982	13985.350868991436	442.2583096508752	0.4317689669264873	0.12009065870401338	93.1554233861794	42.75590350993595	0.6582299199411643	68.17665456246196
2	0.6263523217838649	1.141741734668968	0.2041077306686174	0.8894383814110528	0.91221042725417	0.7657642601897408	0.7139229054919162	14587.813062627607	414.01091063873196	0.4164962494468744	0.11133538318076533	84.35634267443116	24.876611487973058	0.6613262103027726	52.63328720992809
2	0.6704517772543599	1.6018375940123657	0.14779262703195736	0.8440374151734942	0.7818283140735512	0.9078020992387033	0.6494268859863125	14078.414909888272	423.821707642772	0.5157003899377314	0.13075088626497747	89.15915810627332	31.734612709583757	0.8900533470960174	56.1084161482073
2	0.5682551556754718	2.3677555049094736	0.1608475539491846	0.8189321112176328	0.9923699838687681	0.5857021410728432	0.6160490849181339	14911.05406661223	485.82179606820625	0.4089595793765136	0.1245293334761301	77.65315314785146	22.55278164709651	0.6337105516081254	48.32073191173187
3	0.6361884858490294	1.5514063294831433	0.19006193609677863	1.0	0.9569588779251154	0.9091718507943684	0.6947852088780649	16111.610502466543	482.6794543372695	0.5035905996125427	0.12610786651205802	91.91642449328806	26.53794222711054	0.6792050440461639	31.223748932761588
1	0.636906216435025	1.6248052567377704	0.1500947043463481	0.9645294580029974	1.0	0.6130228082153839	0.7385269388060152	10595.931753991585	552.758839257189	0.46504076222275587	0.09381605859854615	80.03225158460815	34.304935568615285	0.7618529697830252	34.421594886934784
2	0.5167278888960973	2.180550539026223	0.19251375014567498	0.6398679651679959	0.8332751593486216	0.9285261336880066	0.6965927337754388	15863.514701227135	509.9035635379622	0.452681601819056	0.10785489022735963	90.59981010138986	30.972335581742577	0.7640292123299053	36.90571761967507
2	0.5534431320130037	2.401418005200651	0.15187370458036578	0.7880762708278094	0.935022783915025	0.7474254606057524	0.7296883568178076	13779.585565326057	508.0919235292769	0.39342584824832905	0.12280532197564277	102.0114221451375	30.33904895928063	0.6054360845828277	51.145902624772134
2	0.6926838896823553	3.200247620905021	0.1464222879256519	0.9003321461618995	0.8606746284507837	0.9473384660923606	0.5682442693976907	11196.581857030367	544.6964805660085	0.45650865296592774	0.08098759483956262	81.14605062256815	23.36259798226913	0.6866072531042704	43.86007045072764
2	0.6143030488458344	1.6400382995294687	0.12365267571767666	0.711227278919068	0.862771905166631	0.8678736763218629	0.7760022279776033	15158.350919151688	432.9590733050534	0.4538691523525984	0.14835356236840436	110.85139540937085	25.957226626442097	0.6499600729964744	59.59028244047921
3	0.6575663086281852	0.6998147819364089	0.1095435800984092	0.7643326219353531	1.0	0.8785363835622569	0.8344973422486858	16153.532253587684	589.3102151245818	0.5186416479993894	0.12227281229326391	87.96558797793982	22.630952857242807	0.7875053804917841	56.02642317904601
1	0.6308509768115356	1.3614933777458402	0.20222396432155137	0.8050738151344279	0.8484949158338145	0.9732913378251559	0.780152594190551	15009.663118612247	485.40261264356803	0.4440741716371039	0.09818520072460575	93.10721152194719	38.738698613090214	0.787709418442475	53.93218441352769
1	0.7119704595909901	2.1229096928521045	0.12452075928984989	0.7587588934543932	0.8918163211092138	0.847101199428732	0.6713379988152992	15184.23767835776	530.0061802973904	0.3714924988662657	0.11379252208786375	74.27735535547097	32.08350052194506	0.6556784153349895	43.337135542580434
1	0.6059283508517214	0.9027174160902884	0.20234430313317997	0.8438932261994774	1.0	0.8235761775550613	0.7062991927642073	15056.655525826944	428.4448957409899	0.5067982376727743	0.11912086281707811	103.16264904017447	23.332908100482065	0.7253008323413022	22.37333835291974
3	0.6165083548808712	2.128216441779134	0.15632478123818438	0.8177476930867905	0.9231566448249582	0.8897106126505607	0.6757982995115275	13771.276252113605	440.5940500567367	0.5271214030709738	0.09768268321073954	95.37677385036538	29.14014762112533	0.765372699254727	45.038128218499715
3	0.5681141345595437	1.5091042057192015	0.13795473229410582	0.8656334283864419	0.9880890678348647	0.9121236311777706	0.7083770946836488	15320.878502587542	505.29891854708563	0.5307116927598179	0.11971151273623684	81.9017829676359	33.3133141061371	0.7012195805223401	37.07665749925846
1	0.6113954746120881	0.9006174860923088	0.18323264828509525	0.8484899355864566	1.0	0.8467563412292396	0.8254261013992803	15345.501325613694	389.05375793916977	0.44269074563592337	0.12877384644994921	99.36178110078217	28.98083025711732	0.7182847362950507	71.58656371889137
3	0.6272850656792575	1.7599985107649772	0.1796748341241796	0.6688146327044895	0.9266768835809216	0.7148080664836719	0.6944962703987997	16724.261574129723	468.4632781191106	0.47884627070188684	0.13132990812067263	123.79305403731304	37.83413296785132	0.5917364901714269	51.396059549669566
2	0.6962295750034121	1.9477009121308066	0.15088547027372678	0.8312560030829721	0.8583832877766614	0.7787591486920801	0.8225266166343322	14301.004963998561	523.8684054363633	0.41293600456828344	0.1285777582951086	73.1303279992367	30.457102161039025	0.4335598454045376	52.090051749856244
2	0.6604857732420468	1.3429123388499429	0.1913552982208358	0.7632769786423937	0.9589100787132778	0.7747515747912638	0.7548757374528815	14683.352594848557	420.1205284027475	0.45265232427872637	0.12039208626047225	116.97630742777768	27.5693748221625	0.6689535006278259	44.917028379034534
2	0.6049416037311568	1.1102141183860872	0.1440585704942131	0.8927232786234982	0.9532497101633107	1.0	0.8242070703385843	14203.390666902436	562.985080861274	0.4712293578901385	0.11428453885179576	89.62545341890083	30.881937294050342	0.7159092637887368	49.68817292860161
3	0.6395521077825567	2.193078718306977	0.03388804584764212	0.8511005947527561	0.9362872666587506	0.7814550162813219	0.7091834387247311	17026.991289880138	414.98898749408676	0.45281485872255045	0.10312187298094705	126.25737233456184	27.042772539722232	0.7455967270241216	52.7550533867953
1	0.7102666615525716	2.869636281196663	0.16012602527663167	0.7178934989141506	0.8883686321384228	0.7481087759153225	0.5120999083777682	14487.486875692228	434.30294273157864	0.446226414233015	0.13978461072547063	77.50723608084655	29.46616731820044	0.791548338985137	51.638273687865706
2	0.5996403068217143	1.791712146685513	0.2557603357647662	0.7600431844735727	0.8821211704147348	0.8893418689054907	0.7430531607818863	15283.786469093937	382.92567437016913	0.45095026385959847	0.0894571503735515	114.0973463341069	21.9172439589057	0.877311623956827	54.581629777587075
1	0.5538097742663668	1.5980964546992125	0.12528414903713425	0.7735545305265793	0.857947802932149	0.9575475097860345	0.7541717723131999	17512.900231319443	439.27785614252605	0.4643778035092143	0.10895991877276469	87.96752057067654	28.678398886322753	0.942364176286875	35.355208257807334
3	0.5235096891084243	1.806250615899713	0.15355877940612164	0.9339585263244359	0.9192576211291315	0.8289748915504707	0.7167842369191962	18709.898805036937	396.876854913752	0.4521826851891173	0.14983050205234513	100.97047015623984	26.122250081900585	0.8339508412176168	44.968021003216265
1	0.5939754437294883	2.1562325014022377	0.15417856513443215	0.9209580173171963	0.8354454981600572	0.9542995374966712	0.9137663998111569	16306.375594579253	460.5468503499433	0.45519775133393436	0.1059505438312951	90.57765958941201	22.031283095676507	0.8306793094288779	40.701734888991595
3	0.6219715932902211	2.013568972426314	0.19532280787905562	0.850877880162109	0.8916228656890475	0.7154084552058668	0.7396341534133161	14156.294568905136	421.00888260952865	0.439119614068115	0.10994084565849924	92.29781357558855	39.184958268967705	0.8168870797037542	55.58367435831999
2	0.6001008752342576	1.3539299469683514	0.14814104689324575	0.9018867676779426	0.9631783435083432	0.8650129002946344	0.7531021952586745	12168.408766359005	528.5854911178071	0.4135271172403461	0.07900708764242788	88.73566538376875	25.123209398989275	0.7662258215721912	48.56861951331742
1	0.6526647092824935	2.255877686134824	0.16655577528376586	0.7260791805326274	0.7266672552042855	0.8055539761506247	0.775486463311892	16127.503497443748	454.2897366209627	0.4479746737628434	0.13563990571992446	96.46143775450548	30.74536450251002	0.5424663872643489	38.80562798709792
2	0.645098617202404	1.6798436889705195	0.13613772773069635	0.6877831717239321	0.9363229860740792	0.9741107268927051	0.6285127031064682	12507.62105711662	423.3696416696048	0.40181227866199476	0.1428100444407308	91.0748445414323	26.877964256300864	0.7085913733938489	56.34364847552049
2	0.6164409999720576	1.3680053897911324	0.1535501177415531	0.8091505791396099	0.9174489339262191	0.9238697811843046	0.6524175111574219	13530.363522265423	464.338816492396	0.5250845759047773	0.15577444690782788	78.5760174618323	37.954200713367705	0.7830514076378811	54.45112491747982
1	0.5662680292315704	2.522894643843752	0.09220372831537714	0.8276589161442689	0.8259212924646834	1.0	0.7207857321416783	13149.413314044754	475.93221263350443	0.29928258646041594	0.14507744296631103	77.36088579568795	29.847698527701322	0.6361647314520776	44.89414041518573
1	0.6436465736182658	2.367046743275667	0.18871175853386923	0.7068944744260574	1.0	0.9241142074637563	0.5917280420300006	11057.049777342196	412.7135861534698	0.4824535737826752	0.10889920650912922	88.49013633942627	28.080333960965593	0.8441733585543674	68.07858393136388
2	0.6375867995643664	2.2510303534486877	0.21276451539160757	0.8690651243159146	1.0	0.8355327613811766	0.7041113097922729	15585.926720034318	428.1710616786065	0.39586987955849323	0.11950639639221235	91.01269280099885	28.507512837896122	0.6823000406242034	55.81892996965632
1	0.5682378754930217	2.4261617633164176	0.12454612729169023	0.7424057016256285	0.8737976490473875	0.7263687921937609	0.8404798832432309	12525.354776943515	501.1171223163815	0.548643655837075	0.11702920311818543	101.47058470305095	21.232785560065864	0.6318108952895414	63.34397660556347
2	0.6565449459457898	1.9146236852768164	0.14105979364425192	0.6719039341946924	0.8969229502026995	0.6853334809653264	0.7793815237555249	17795.22139283008	414.9594596713747	0.473539064234903	0.11499928330485379	96.57181263568708	31.415823302627864	0.6092413953935869	52.310232460580714
3	0.5511822857023732	1.8095235853246012	0.185114163474942	0.7955447486361056	0.9377221696998981	0.8320706887575562	0.6530236465627312	14464.816725175613	456.0064218838578	0.5045420367029696	0.11895432764837084	76.9968128879374	30.26495391676417	0.8559006012271378	46.302906017861865
2	0.662812721972285	2.2548015364255196	0.1620194347728895	0.876139539068667	0.6995657274834202	0.7702186550664694	0.7588418920396984	17783.382733046466	482.4654889148149	0.4651248767900274	0.12632799185142157	101.16914384571395	34.71193404503412	0.581795317901511	53.59356286084485
2	0.6274193856411658	2.297808371841391	0.2396179057149325	0.9545564374091218	0.6869936252564743	0.9839640817835758	0.7536591508804826	14431.855302761838	490.4475506489473	0.5024434939473936	0.14244441224099721	94.850398547537	28.647974559773367	0.6949499165294237	43.55565992054562
1	0.6562055162803917	2.868111031757922	0.16219204562387696	0.7609104046309666	0.8873650183636262	0.8521392821856986	0.6661691794581504	13259.645835524489	534.0783866034432	0.5052613643003572	0.08993110104649608	102.46539005130518	27.191881349485495	0.509720781968494	53.43438406476047
2	0.5756018788130474	2.0850274913184297	0.06647347641551551	0.778782629635378	0.8627934956682264	0.9640482256052726	0.6859511799395338	13792.127800142269	456.6169791626191	0.4288520993447629	0.12409055187332664	110.94709165205643	30.571352326417045	0.7852286712976214	53.29724680722942
1	0.6566665579806249	2.0600970710181477	0.16929612316349166	0.7016089384541981	0.9573818239272803	0.8726976109732427	0.6182213846447406	15675.5600968883	404.170078139992	0.43506477442098423	0.1076935412163821	134.14256837370397	34.50775758237263	0.7569576072105194	52.047689666609486
3	0.6206531233260316	0.933350813537331	0.1328987611807799	0.8819881304211091	0.7713218544439837	0.9151161201773886	0.5255107627430032	12692.937965061385	385.0688792391445	0.41296889686551075	0.15680743203132333	64.32192781907978	25.861943725054722	0.602248168732869	44.47116896449173
2	0.6979797747771145	1.439753215959914	0.22018339297967862	0.7331825060535214	0.9075703502646801	0.8318697649929345	0.6976183356016415	14207.739369386782	449.0470392656966	0.49585395034773977	0.08108178564256459	90.71827689496192	37.34718571872486	0.8352069233697486	45.01852147969371
3	0.6529425512298055	2.2154673410794046	0.1301480281680936	0.6127281140795435	0.8602821555205649	0.8118460229521762	0.8487289203930541	11240.428607877107	380.49319224290247	0.40401178511540686	0.11936988931648498	104.54606026364172	27.812377403002827	0.7974733922513	50.5589080443285
1	0.6601250829142498	1.8787410969857758	0.153350341148713	0.8806138536731508	0.8584670274572905	0.7792199244247818	0.7800597610156976	18702.59229445935	423.1643603789512	0.43170982756178805	0.10516485198877332	104.54810466840394	27.061976900958125	0.6024176447135936	54.98238424964848
3	0.6770493453301414	2.0786637042707263	0.0967042614679406	0.8469846308237662	0.8327230539073834	0.8908763122003468	0.7505532137992063	16053.985192333508	535.2707498047522	0.5505242204373072	0.12240157833446383	99.98726333049775	35.83562740474599	0.9692952500863358	48.61417419203984
3	0.6377634241689553	1.8037748008477705	0.2460128162920757	0.7393158740864793	0.8578649417239593	0.8822675640473454	0.846734666545614	13155.889992317294	457.1527271544958	0.3645438222277966	0.11359212983808083	114.14028596209027	25.08540767366208	0.734304515393027	43.373930385976045
2	0.6545874750720702	2.572292252209779	0.14337285049016954	0.9792650146246311	0.9615375191241546	0.9095820625832785	0.6358684212000258	12143.545956014766	468.9967176602146	0.5172508434051928	0.11718100910956145	100.00791598626338	34.78654983410784	0.6255884960296344	44.42232521190077
3	0.6758887656818827	2.8160763625130616	0.10384841702512508	0.8551992059734819	0.9861384067146848	0.8328508949404486	0.8539932537406276	13383.973956884573	464.39806610257364	0.4550195707498458	0.10727493459211121	97.25037706626482	31.884921954086916	0.4807913614151705	59.40324903228191
3	0.6896282108341765	2.704049416971377	0.1660996466557759	0.7112379378418068	1.0	0.7575795520892061	0.7135523445726202	14860.579050341703	405.17868438099754	0.46440505905300017	0.1010757630760388	102.75266650316995	19.014314063047035	0.5876609023376982	59.34668708838603
2	0.5301857073952214	1.5297300697916474	0.07792701145273997	0.8472050885159483	0.8381592684996735	0.822031787544165	0.5695132156044116	13870.864728894901	434.99996993385986	0.4152342912903052	0.1384998904125041	96.9612944116879	32.61144560812428	0.5581608441042174	59.888332718576564
2	0.7233773361498311	0.7821661591151823	0.08456978682757828	0.8410006838883892	1.0	0.8612184052074745	0.7126155918118462	17927.056833305913	391.77008975333655	0.3985397830964424	0.15194105877860403	94.94674297850835	36.07784321094173	0.7049236212815543	27.380940805055573
3	0.6957406056928684	2.3309769008233503	0.13546918674920405	0.8453221807905033	0.8564459863763264	0.8198374077960006	0.7168955701162022	17871.31477985755	443.83262341644047	0.4397669669933155	0.1353542188402293	116.34025347572815	34.04473155362275	0.7639558972878757	30.85188310260057
2	0.5764633247988245	1.6495314321360155	0.10558011569184277	0.6455791842618009	0.9065464589383437	0.8642357484851738	0.679522681893691	14433.116689076098	446.9359765486632	0.4685553058487455	0.11966493734839162	77.40769365500917	29.561862313831494	0.7859086236452474	56.67258617879733
1	0.6231083186798586	1.489134362925141	0.17176609394965117	1.0	0.8432262434223664	0.8886708605423981	0.6119913286988445	14800.829307605354	509.15630239127256	0.43815266572974276	0.1260705697866508	102.15091405854814	38.61291519180791	0.6263086974602289	56.33584516931045
2	0.5371565614326906	1.0783608057759688	0.17172361728263633	0.8735652753280986	0.9914665784377893	0.8339694358058585	0.6302360681949852	16236.81970458374	452.8064180202095	0.41707448292814303	0.12246657852816983	86.2871538509282	24.29132644385275	0.7375084207288485	61.815556912800666
3	0.640276278677928	1.80209584020541	0.10675961034941277	0.821016809311	1.0	0.7605408177578308	0.5696877726341526	15659.594454308175	423.19150431200893	0.48126191853986644	0.10862914141411058	109.2686481874178	29.476189965949494	0.7644277631869589	43.7429469332805
1	0.6618442006027023	1.1362786951301274	0.20946528324597166	0.8938923553792208	0.9616179463106884	0.8133028920002278	0.7015324836131597	15232.038680606673	406.4565316279292	0.3984700788731783	0.13378513115430649	106.6654485039041	26.48340573669882	0.7690998388492917	26.612159175812394
1	0.7099107723183968	2.84596053738119	0.21098497871588104	0.7936247404349263	0.8633399447008412	1.0	0.8186181397116252	16214.787499185946	477.6722229811627	0.4754727597492547	0.1474905756261625	88.69561354257766	26.583734040904137	0.5925461745784832	54.190751962207905
3	0.5986249741813745	1.7817128095301937	0.10563234344270384	0.902066511959265	0.9880663996737983	0.8258187191523948	0.8117292325207055	15641.039216163452	480.1643613168475	0.4551072751557294	0.12114797642653191	105.6228979757123	27.52745731338457	0.7839850016195987	68.19879290179156
1	0.5972628013592421	1.6791460603493653	0.12608085675549058	0.8550590864752737	0.8254028124694022	0.7521229375688859	0.6847540998312774	17504.461214159597	330.79040624232164	0.38876255665757264	0.1268733921818479	79.5790428617417	33.36871892511603	0.8026349494157695	45.816063765164735
1	0.5679659383000605	1.1939880533213478	0.11404885812048866	0.6318691901534743	0.9042160896282594	0.850239092906624	0.6870593748412753	16209.521357883577	434.2687578833245	0.45580382859873114	0.11140725713759735	87.01009820354558	34.17489495457641	0.617865944783237	52.107950481615255
1	0.6565431535008404	1.6455824855066004	0.11593101820437353	0.9013182669925698	0.9048708059711857	0.8451009445302818	0.6637165976722136	14530.163400798574	488.09624776595496	0.4697851966019217	0.0876442239244387	83.28991255722734	39.00111652971521	0.6203278387790078	45.76057614365329
2	0.6939716228798568	2.1391955955299253	0.1330098572222252	0.700191481094361	0.9111445181516078	0.7865129710916386	0.8163417318802227	16198.18360634926	527.883676378294	0.4174363788096175	0.11541481392629788	108.1700877404901	34.450076707995066	0.8311143048689189	48.24998773741773
2	0.6651355745907949	2.2874617847392384	0.15861366560410145	0.7972344337126025	0.648509666543577	0.76030348702323	0.6986614572747395	17547.601837248047	471.27021017789946	0.41497526706872695	0.1294990751927748	92.98040474210852	20.36234131092798	0.7713664151005512	41.389855780011516
2	0.6311331397272136	2.201995307636619	0.15866934404234512	0.7112736844324783	0.9182712708130165	0.8872422458695958	0.8090268489815207	12957.391281481954	424.09803711123703	0.5552102040906468	0.13294097968153157	70.16786378369103	30.00856651433014	0.71848493878939	74.65246669311902
3	0.5928191375735012	2.4307253910813604	0.23412198253680616	0.5925968508525253	0.8933611745099034	0.9165485826317106	0.7102054950709539	20104.866718395388	449.8537516299613	0.4425179639939955	0.10750321908442177	107.37220898814272	31.07271031045069	0.8170812422433102	49.361973808647015
2	0.5838930606208238	1.6788605073211669	0.15838201643070893	0.7040273095258274	0.907390547060416	0.8926705480380906	0.7735435720829363	16780.376192320295	431.9009347594249	0.4149459036864882	0.13993477773360619	72.62070738135094	34.985936721669546	0.6471961117414522	53.71034140714704
1	0.6454652294436706	2.0613195097129604	0.08559342612303997	0.8044872545798296	0.9510066434126727	0.8348198100788738	0.6146219198637031	15854.700127521319	488.77039914828384	0.45787794278649985	0.13268664453496234	90.11321435188869	27.135033207975127	0.7989196600367778	44.515690912810165
2	0.5785533944961576	2.1788664850074975	0.20875685585621287	1.0	1.0	0.7599247768465791	0.6764631086020814	16341.764993992098	449.8292234868805	0.5282508293586798	0.11526117883243775	106.23485835457973	40.1444965660012	0.5871101792597991	55.75052134227819
3	0.5724746801956044	0.9572355938697812	0.08381164507045706	0.8160952313787847	0.8154463727086018	0.8685657381074908	0.601757099965814	13856.260446517152	400.5476525230869	0.45499073655125827	0.10839539975251627	72.45206491988763	33.43714451206708	0.6551439081176749	58.91517761520353
3	0.6435897117135878	1.8180248093708458	0.1828718392896636	0.8957134803226633	0.9020982200712612	0.9243824484813294	0.6413333284199646	20216.063498543834	488.9547113398344	0.482528137990731	0.10655737021100589	100.36804465924199	33.4426283599306	0.512236292821744	60.843216678808055
3	0.5837533063403554	2.1377103807668814	0.11631229333321576	0.6782791240759767	0.8279336596913088	0.845287633426011	0.5103695102192608	13525.07847653194	248.72170710414824	0.4581885011333234	0.12674686483441627	132.49654542308505	31.906350669373584	0.7410421760860731	47.85415973418118
1	0.7174196689809853	2.7214617709673314	0.15441214572943737	0.7764343838254838	0.9135296963170032	0.9477217997859287	0.9151803761592336	13249.160535792042	459.14151604946136	0.5305303858776504	0.13416186726171128	100.56174686199103	37.55751280892252	0.806329999087628	61.40596194298386
3	0.609201064593011	1.458988501755269	0.14089434038014925	0.8473435631880231	0.9614907246872847	0.8042402183431525	0.7974870559498161	12754.196941702874	387.002216239541	0.5100887881682312	0.12982580313460557	96.86450271250233	34.47281466470667	0.7949418677857332	57.23572188552962
2	0.581661970600684	2.416990444363484	0.23957797830849512	0.867336395984893	1.0	0.9114204950999935	0.5818820350172806	13166.214896359934	445.66415472542616	0.5684783923831166	0.10896140391472604	78.81953457535218	27.158840636243912	0.5744416903642259	45.79450392010674
3	0.6353096760306969	1.336895328620166	0.10457539348735558	0.9010608455340294	0.9737335384490469	0.85964565992293	0.7231035905370377	16532.912933429918	440.0160155782571	0.43054032723816327	0.13701367996589164	65.13609280148232	29.348585944572797	0.7063426400628936	45.74315405735047
2	0.7060239675554342	0.7439974836471186	0.210702262410766	0.7759002229692523	0.98977497034647	0.9415578520920659	0.8397165279255415	15796.64960198996	467.03929482425644	0.4599059396806796	0.14524530144862405	99.71568366111973	29.694954373672548	0.6147755033754893	50.29490638806112
2	0.6613313949372036	2.5247381265645967	0.22807208015860125	0.7025043679226958	0.7455523303264402	0.9852222074423259	0.7388312225749911	18606.980558310228	467.9356344864545	0.4039224988725814	0.12206885075154343	115.08273844406754	28.417471766654018	0.8189596008404302	66.88881328000134
1	0.6483306071635911	1.763528724485366	0.12544276588940112	0.8166987425162942	0.8018244927662884	0.7468304875064891	0.71433559264904	14638.996679718337	429.87162273722976	0.49053735690545475	0.10686591790513718	119.27647422466212	29.487524903887813	0.6623563397491011	39.88811352782455
1	0.5633368310195094	2.379342143122277	0.1496897720356448	0.8162045078509336	0.8183565134724375	0.8229513809849711	0.5853287662418182	17391.884430041715	409.5108067625605	0.4596988883685535	0.11759238755305075	69.78851221643677	21.112651764312243	0.7170837474404126	47.3918022457744
3	0.6778209858893025	1.6187943863299536	0.0657028458984946	0.8568586841026995	0.7655302535114125	0.8993146125926476	0.7443538198722756	12746.81838439215	455.3204189357398	0.4470909145900033	0.12749896544949688	115.82349942557114	24.91401856415472	0.776177038538598	74.82269057141214
2	0.6603572827374141	2.250940373158995	0.14766233744808085	0.8439160940560677	0.8914944678878343	0.7635760680978515	0.5099531662091531	15317.593781709897	515.6522643350792	0.4784293660312401	0.10381927701710127	100.88710653679148	43.84110163512199	0.6883324873923219	49.46115900255651
